job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,benefits_score,company_name,remote_work_type,posting_year,application_duration,posting_month_num,posting_month
AI Architect,127796,Senior Level,Full-Time,Australia,Large,50,"Docker, NLP, Python, Azure, AWS",Associate,6,Automotive,2024-07-15,2024-09-01,5.8,Autonomous Tech,Hybrid,2024,48,7,July
Data Analyst,82552,Senior Level,Part-Time,Finland,Medium,100,"Deep Learning, Linux, Scala, R",Master,7,Consulting,2024-08-04,2024-08-29,8.9,Algorithmic Solutions,Remote,2024,25,8,August
Computer Vision Engineer,86448,Senior Level,Contract,Israel,Medium,50,"Docker, PyTorch, MLOps",Associate,8,Retail,2024-09-08,2024-10-12,7.6,Neural Networks Co,Hybrid,2024,34,9,September
Machine Learning Researcher,80394,Mid Level,Part-Time,India,Large,100,"NLP, Hadoop, Linux",PhD,4,Government,2024-12-05,2025-01-07,8.5,DeepTech Ventures,Remote,2024,33,12,December
Data Engineer,132013,Executive Level,Part-Time,Israel,Small,50,"R, PyTorch, NLP",PhD,10,Media,2024-05-27,2024-07-19,6.5,Autonomous Tech,Hybrid,2024,53,5,May
AI Product Manager,109836,Senior Level,Full-Time,France,Medium,50,"Linux, Spark, Python",Bachelor,9,Manufacturing,2024-03-13,2024-05-10,7.4,DataVision Ltd,Hybrid,2024,58,3,March
AI Specialist,220909,Executive Level,Full-Time,Switzerland,Small,100,"R, Mathematics, SQL",Master,12,Healthcare,2024-09-13,2024-10-24,6.4,Neural Networks Co,Remote,2024,41,9,September
AI Product Manager,46856,Entry Level,Contract,China,Small,100,"Data Visualization, Python, GCP, Computer Vision, Azure",PhD,0,Technology,2024-06-26,2024-09-06,9.3,Advanced Robotics,Remote,2024,72,6,June
Principal Data Scientist,207144,Executive Level,Freelance,Germany,Large,100,"AWS, Scala, Data Visualization, Tableau",Bachelor,13,Consulting,2024-04-02,2024-05-09,6.9,Machine Intelligence Group,Remote,2024,37,4,April
AI Consultant,85320,Mid Level,Freelance,Canada,Large,100,"GCP, Kubernetes, Data Visualization, AWS",Associate,2,Energy,2024-11-09,2024-12-22,8.8,Neural Networks Co,Remote,2024,43,11,November
Data Analyst,133797,Senior Level,Part-Time,Netherlands,Small,0,"Data Visualization, GCP, SQL, MLOps, Linux",Bachelor,7,Transportation,2024-07-06,2024-08-15,5.7,AI Innovations,On-site,2024,40,7,July
ML Ops Engineer,175708,Executive Level,Part-Time,Israel,Medium,100,"Python, AWS, SQL",PhD,15,Healthcare,2024-04-26,2024-06-10,5.5,Smart Analytics,Remote,2024,45,4,April
AI Architect,137501,Executive Level,Freelance,Australia,Small,0,"Computer Vision, Tableau, GCP, NLP, PyTorch",Master,13,Education,2024-01-18,2024-03-11,8.3,Neural Networks Co,On-site,2024,53,1,January
Principal Data Scientist,87334,Entry Level,Freelance,Denmark,Large,50,"SQL, Tableau, PyTorch",PhD,0,Real Estate,2025-04-17,2025-05-28,8.4,Machine Intelligence Group,Hybrid,2025,41,4,April
AI Consultant,121847,Mid Level,Freelance,Denmark,Small,100,"Mathematics, Hadoop, Deep Learning, Azure",PhD,2,Real Estate,2024-05-14,2024-06-05,6.6,Quantum Computing Inc,Remote,2024,22,5,May
Computer Vision Engineer,133884,Mid Level,Part-Time,Denmark,Medium,100,"R, MLOps, Scala, Spark, Azure",Master,4,Retail,2025-02-04,2025-03-28,9.5,Predictive Systems,Remote,2025,52,2,February
Deep Learning Engineer,85754,Entry Level,Freelance,Australia,Large,100,"TensorFlow, SQL, Deep Learning, NLP",Bachelor,1,Healthcare,2024-01-01,2024-01-19,7.2,Smart Analytics,Remote,2024,18,1,January
AI Consultant,86197,Senior Level,Contract,China,Large,100,"Kubernetes, PyTorch, NLP, Computer Vision",Associate,7,Healthcare,2025-01-06,2025-02-13,8.4,Autonomous Tech,Remote,2025,38,1,January
Machine Learning Researcher,113273,Executive Level,Freelance,China,Medium,100,"Linux, Statistics, Scala, Mathematics",Associate,10,Manufacturing,2024-09-14,2024-11-11,7.7,TechCorp Inc,Remote,2024,58,9,September
AI Specialist,68472,Mid Level,Full-Time,Sweden,Small,0,"Kubernetes, PyTorch, NLP",PhD,4,Government,2025-04-24,2025-06-14,7.0,Predictive Systems,On-site,2025,51,4,April
Autonomous Systems Engineer,89807,Mid Level,Full-Time,Netherlands,Small,50,"Python, R, Scala, Java, Kubernetes",Master,3,Transportation,2024-06-20,2024-08-14,7.7,Neural Networks Co,Hybrid,2024,55,6,June
Data Engineer,92828,Entry Level,Full-Time,United States,Large,100,"GCP, TensorFlow, Tableau, Kubernetes, Data Visualization",PhD,0,Manufacturing,2024-11-05,2024-12-30,8.6,Predictive Systems,Remote,2024,55,11,November
AI Product Manager,54478,Mid Level,Part-Time,Ireland,Small,100,"Deep Learning, Azure, Hadoop, NLP, Computer Vision",Associate,3,Education,2024-02-28,2024-04-15,8.3,Neural Networks Co,Remote,2024,47,2,February
Research Scientist,52162,Entry Level,Part-Time,China,Medium,50,"Python, Git, Data Visualization, Java, Statistics",Associate,1,Consulting,2024-11-25,2024-12-31,9.3,Advanced Robotics,Hybrid,2024,36,11,November
AI Research Scientist,179847,Executive Level,Full-Time,Sweden,Medium,50,"Linux, NLP, Git",Associate,18,Telecommunications,2024-05-04,2024-07-07,6.8,Digital Transformation LLC,Hybrid,2024,64,5,May
AI Architect,126770,Mid Level,Full-Time,Switzerland,Small,100,"Java, NLP, Kubernetes, R, Spark",Master,3,Healthcare,2024-08-24,2024-10-08,7.2,AI Innovations,Remote,2024,45,8,August
NLP Engineer,52975,Entry Level,Freelance,Canada,Small,50,"PyTorch, R, MLOps, Tableau",Master,1,Media,2024-05-04,2024-05-31,9.6,Cloud AI Solutions,Hybrid,2024,27,5,May
AI Consultant,177310,Senior Level,Contract,Switzerland,Small,100,"PyTorch, Kubernetes, Python, GCP",Bachelor,8,Finance,2024-07-19,2024-09-13,6.1,Smart Analytics,Remote,2024,56,7,July
AI Consultant,55536,Entry Level,Full-Time,Ireland,Medium,100,"Azure, SQL, Linux, PyTorch",Associate,0,Energy,2024-09-20,2024-10-25,5.8,Predictive Systems,Remote,2024,35,9,September
Autonomous Systems Engineer,204965,Executive Level,Full-Time,Netherlands,Small,50,"AWS, Data Visualization, Azure, NLP",Master,17,Automotive,2025-04-02,2025-06-14,6.5,Cognitive Computing,Hybrid,2025,73,4,April
Data Analyst,267439,Executive Level,Part-Time,France,Large,50,"Hadoop, Python, Kubernetes, Computer Vision",PhD,12,Manufacturing,2025-02-02,2025-02-27,5.9,Smart Analytics,Hybrid,2025,25,2,February
AI Specialist,156535,Executive Level,Freelance,Germany,Small,50,"Java, SQL, R, Deep Learning",Associate,11,Transportation,2025-04-27,2025-06-10,8.0,TechCorp Inc,Hybrid,2025,44,4,April
Robotics Engineer,62150,Entry Level,Full-Time,Sweden,Small,0,"TensorFlow, GCP, Scala",Associate,0,Transportation,2024-03-03,2024-04-12,7.4,Cognitive Computing,On-site,2024,40,3,March
ML Ops Engineer,62544,Entry Level,Contract,Germany,Large,0,"Linux, R, Deep Learning",Master,1,Manufacturing,2025-04-25,2025-06-04,6.9,AI Innovations,On-site,2025,40,4,April
NLP Engineer,84546,Entry Level,Part-Time,Canada,Large,50,"Kubernetes, Git, NLP, Deep Learning",Bachelor,0,Manufacturing,2024-08-21,2024-10-23,5.9,Predictive Systems,Hybrid,2024,63,8,August
Data Engineer,147207,Executive Level,Full-Time,Germany,Small,50,"AWS, Python, NLP, Git",Bachelor,18,Energy,2024-11-03,2024-11-22,7.3,Algorithmic Solutions,Hybrid,2024,19,11,November
Principal Data Scientist,133644,Mid Level,Part-Time,United States,Large,50,"Kubernetes, Azure, SQL",Bachelor,4,Government,2024-07-07,2024-09-10,7.5,DataVision Ltd,Hybrid,2024,65,7,July
Data Scientist,145616,Mid Level,Freelance,United States,Large,0,"Python, Spark, MLOps, AWS",PhD,2,Retail,2024-09-02,2024-11-08,9.7,AI Innovations,On-site,2024,67,9,September
Autonomous Systems Engineer,226035,Executive Level,Part-Time,United States,Medium,50,"MLOps, Python, Mathematics, Azure",Master,17,Real Estate,2025-01-25,2025-04-01,6.1,Future Systems,Hybrid,2025,66,1,January
Data Analyst,49800,Entry Level,Contract,Netherlands,Small,100,"Hadoop, Tableau, PyTorch, Azure, Deep Learning",Associate,0,Finance,2024-11-22,2025-01-09,8.5,Machine Intelligence Group,Remote,2024,48,11,November
Research Scientist,50756,Entry Level,Freelance,Japan,Medium,50,"MLOps, Java, PyTorch",Master,1,Government,2024-05-25,2024-07-02,8.6,Cloud AI Solutions,Hybrid,2024,38,5,May
Autonomous Systems Engineer,202525,Executive Level,Full-Time,Norway,Large,0,"Git, Java, R, Computer Vision",Associate,16,Energy,2024-05-22,2024-07-27,5.4,DataVision Ltd,On-site,2024,66,5,May
AI Product Manager,103562,Senior Level,Part-Time,Sweden,Small,50,"PyTorch, TensorFlow, Computer Vision, Git, Kubernetes",Bachelor,9,Manufacturing,2025-04-19,2025-05-18,7.0,Neural Networks Co,Hybrid,2025,29,4,April
AI Product Manager,108170,Entry Level,Freelance,Denmark,Large,50,"Git, Scala, Tableau, Python",Master,1,Technology,2024-06-14,2024-07-20,6.0,Future Systems,Hybrid,2024,36,6,June
Computer Vision Engineer,105983,Mid Level,Contract,Netherlands,Large,50,"NLP, R, MLOps",Master,3,Healthcare,2024-04-10,2024-06-08,7.6,Smart Analytics,Hybrid,2024,59,4,April
AI Architect,145993,Executive Level,Full-Time,Ireland,Large,100,"Java, Kubernetes, Deep Learning",Associate,15,Media,2024-03-03,2024-04-03,5.5,TechCorp Inc,Remote,2024,31,3,March
Data Analyst,73990,Entry Level,Full-Time,Germany,Large,100,"Data Visualization, Spark, Python",Master,1,Real Estate,2025-01-16,2025-02-09,5.1,TechCorp Inc,Remote,2025,24,1,January
AI Architect,54942,Entry Level,Freelance,United Kingdom,Medium,100,"Python, NLP, TensorFlow",Master,0,Manufacturing,2024-11-07,2024-12-05,9.7,Predictive Systems,Remote,2024,28,11,November
Head of AI,153186,Senior Level,Part-Time,Canada,Large,0,"GCP, Spark, Linux, Python, Scala",Master,7,Technology,2024-11-05,2024-12-04,6.3,Future Systems,On-site,2024,29,11,November
Deep Learning Engineer,149346,Executive Level,Part-Time,Israel,Medium,50,"Java, Mathematics, Spark, Linux",PhD,19,Finance,2024-04-10,2024-06-13,7.5,AI Innovations,Hybrid,2024,64,4,April
Data Engineer,96347,Senior Level,Part-Time,South Korea,Small,50,"R, Git, Python",Associate,5,Real Estate,2024-05-08,2024-07-03,5.6,DataVision Ltd,Hybrid,2024,56,5,May
Head of AI,158296,Senior Level,Freelance,United Kingdom,Large,0,"R, Git, Mathematics",Bachelor,5,Real Estate,2025-01-23,2025-03-21,9.8,Digital Transformation LLC,On-site,2025,57,1,January
Computer Vision Engineer,149033,Executive Level,Full-Time,China,Medium,0,"Scala, Python, Computer Vision",Bachelor,14,Media,2024-10-22,2024-11-08,8.1,DataVision Ltd,On-site,2024,17,10,October
Research Scientist,87396,Senior Level,Freelance,Japan,Large,0,"Kubernetes, Scala, Azure, Data Visualization, Deep Learning",Bachelor,7,Transportation,2024-10-24,2024-11-09,6.7,Digital Transformation LLC,On-site,2024,16,10,October
Head of AI,159669,Executive Level,Contract,South Korea,Medium,0,"GCP, Scala, Java, R",Bachelor,10,Education,2025-02-27,2025-04-25,6.7,Digital Transformation LLC,On-site,2025,57,2,February
Data Analyst,105835,Senior Level,Part-Time,South Korea,Large,100,"SQL, Scala, TensorFlow, GCP, Computer Vision",Bachelor,8,Technology,2025-03-16,2025-03-30,8.7,Smart Analytics,Remote,2025,14,3,March
AI Specialist,77491,Entry Level,Contract,Norway,Medium,50,"PyTorch, Deep Learning, Kubernetes, GCP, Computer Vision",Master,0,Healthcare,2024-01-10,2024-03-09,7.0,DataVision Ltd,Hybrid,2024,59,1,January
NLP Engineer,63604,Entry Level,Part-Time,Canada,Small,0,"Scala, Java, Linux, Azure",Master,1,Government,2024-09-06,2024-11-13,8.9,Smart Analytics,On-site,2024,68,9,September
Machine Learning Researcher,139613,Executive Level,Full-Time,Finland,Small,50,"Tableau, GCP, Docker, Azure, Git",Bachelor,16,Media,2025-04-13,2025-06-04,6.7,Autonomous Tech,Hybrid,2025,52,4,April
AI Architect,101196,Entry Level,Part-Time,United States,Large,100,"Java, SQL, Scala",Master,1,Gaming,2024-01-25,2024-03-28,9.0,DeepTech Ventures,Remote,2024,63,1,January
AI Specialist,353999,Executive Level,Freelance,Switzerland,Large,50,"Git, Scala, Data Visualization, SQL, TensorFlow",Master,13,Manufacturing,2024-04-08,2024-05-12,9.1,Advanced Robotics,Hybrid,2024,34,4,April
NLP Engineer,111299,Senior Level,Full-Time,Ireland,Large,0,"Deep Learning, Python, Statistics",Master,6,Automotive,2024-06-05,2024-07-06,8.7,Cloud AI Solutions,On-site,2024,31,6,June
Computer Vision Engineer,99510,Mid Level,Part-Time,Singapore,Medium,0,"AWS, NLP, R, Scala, PyTorch",PhD,3,Retail,2025-04-02,2025-06-04,8.5,AI Innovations,On-site,2025,63,4,April
Data Analyst,128725,Executive Level,Full-Time,China,Large,0,"Azure, Python, TensorFlow, Git, Java",Bachelor,11,Telecommunications,2024-06-16,2024-07-28,9.1,DeepTech Ventures,On-site,2024,42,6,June
AI Architect,75405,Entry Level,Full-Time,Germany,Medium,100,"Statistics, TensorFlow, Azure, Python",Associate,1,Education,2024-01-20,2024-03-08,9.3,Cloud AI Solutions,Remote,2024,48,1,January
Machine Learning Researcher,211315,Executive Level,Contract,United Kingdom,Small,100,"Spark, Java, AWS",Master,12,Government,2024-07-23,2024-09-29,6.5,Autonomous Tech,Remote,2024,68,7,July
Head of AI,113819,Executive Level,Part-Time,Ireland,Small,50,"Spark, Hadoop, MLOps",PhD,14,Energy,2024-04-23,2024-05-28,7.5,Advanced Robotics,Hybrid,2024,35,4,April
NLP Engineer,167823,Executive Level,Freelance,Denmark,Small,100,"Git, Linux, Docker, Hadoop",Bachelor,14,Transportation,2024-01-15,2024-02-19,5.3,Cognitive Computing,Remote,2024,35,1,January
Principal Data Scientist,55879,Entry Level,Part-Time,Australia,Small,50,"Hadoop, Python, TensorFlow, Computer Vision",Master,0,Consulting,2025-03-28,2025-05-19,6.7,Quantum Computing Inc,Hybrid,2025,52,3,March
AI Architect,66469,Entry Level,Full-Time,Denmark,Small,0,"GCP, AWS, Python, TensorFlow",Bachelor,1,Consulting,2024-02-24,2024-04-18,7.3,DataVision Ltd,On-site,2024,54,2,February
Robotics Engineer,94865,Entry Level,Full-Time,United States,Medium,100,"Scala, Hadoop, R",Bachelor,0,Automotive,2024-10-02,2024-11-13,5.3,Autonomous Tech,Remote,2024,42,10,October
Deep Learning Engineer,119646,Mid Level,Contract,United States,Large,50,"Linux, Spark, GCP, Mathematics",Bachelor,4,Finance,2024-04-06,2024-06-13,9.3,Quantum Computing Inc,Hybrid,2024,68,4,April
ML Ops Engineer,150623,Senior Level,Part-Time,United Kingdom,Medium,50,"Python, TensorFlow, Deep Learning, Git",Master,7,Media,2025-02-16,2025-04-08,7.9,Future Systems,Hybrid,2025,51,2,February
Computer Vision Engineer,121226,Mid Level,Part-Time,Denmark,Small,50,"Docker, GCP, Python, Mathematics",Master,2,Telecommunications,2024-04-30,2024-06-20,8.6,Cognitive Computing,Hybrid,2024,51,4,April
Principal Data Scientist,80476,Entry Level,Full-Time,Sweden,Medium,100,"R, GCP, SQL, Computer Vision, Git",Master,0,Transportation,2024-12-26,2025-02-12,9.2,Cloud AI Solutions,Remote,2024,48,12,December
Data Analyst,82309,Entry Level,Contract,Singapore,Large,50,"Scala, Mathematics, Java",Bachelor,1,Energy,2024-08-19,2024-09-23,6.8,Predictive Systems,Hybrid,2024,35,8,August
Principal Data Scientist,84165,Senior Level,Freelance,China,Small,0,"Python, SQL, NLP",Bachelor,7,Telecommunications,2024-12-06,2025-01-01,7.2,TechCorp Inc,On-site,2024,26,12,December
Deep Learning Engineer,58469,Mid Level,Contract,China,Small,50,"Java, Tableau, Python, Azure",PhD,4,Gaming,2024-02-19,2024-03-05,8.1,Predictive Systems,Hybrid,2024,15,2,February
AI Software Engineer,81087,Mid Level,Full-Time,Sweden,Medium,0,"Kubernetes, Java, Mathematics, Computer Vision, Statistics",Master,4,Gaming,2024-05-23,2024-07-07,8.9,Digital Transformation LLC,On-site,2024,45,5,May
AI Research Scientist,86746,Senior Level,Full-Time,Canada,Small,50,"Azure, PyTorch, TensorFlow, Python, Data Visualization",Master,6,Manufacturing,2024-02-23,2024-03-23,7.5,Future Systems,Hybrid,2024,29,2,February
AI Software Engineer,102994,Senior Level,Contract,South Korea,Medium,0,"Spark, Hadoop, Kubernetes",Bachelor,6,Consulting,2024-01-16,2024-02-17,5.3,Digital Transformation LLC,On-site,2024,32,1,January
Machine Learning Engineer,49279,Entry Level,Part-Time,Japan,Small,100,"SQL, PyTorch, Java, TensorFlow",Bachelor,1,Education,2024-03-07,2024-04-23,6.1,DataVision Ltd,Remote,2024,47,3,March
Computer Vision Engineer,86552,Entry Level,Part-Time,Germany,Large,100,"Hadoop, Tableau, R, Spark, Java",PhD,0,Consulting,2024-03-31,2024-04-28,8.6,Advanced Robotics,Remote,2024,28,3,March
NLP Engineer,63563,Mid Level,Contract,Ireland,Large,50,"Hadoop, GCP, Mathematics, TensorFlow",Bachelor,2,Consulting,2024-09-08,2024-10-06,6.7,Neural Networks Co,Hybrid,2024,28,9,September
Principal Data Scientist,70551,Senior Level,Full-Time,Japan,Small,50,"NLP, SQL, MLOps, AWS, Linux",Bachelor,8,Automotive,2024-08-05,2024-08-23,7.7,Digital Transformation LLC,Hybrid,2024,18,8,August
Data Analyst,43811,Entry Level,Part-Time,China,Large,0,"Git, Computer Vision, Scala, Python",Bachelor,0,Healthcare,2024-02-02,2024-03-22,9.1,Smart Analytics,On-site,2024,49,2,February
Machine Learning Engineer,36286,Entry Level,Freelance,Austria,Small,50,"SQL, Docker, NLP",Bachelor,0,Education,2024-04-13,2024-06-21,9.6,Future Systems,Hybrid,2024,69,4,April
Deep Learning Engineer,112560,Senior Level,Contract,South Korea,Large,0,"PyTorch, TensorFlow, MLOps, Statistics, Scala",PhD,7,Telecommunications,2024-12-28,2025-02-14,7.2,Algorithmic Solutions,On-site,2024,48,12,December
ML Ops Engineer,85663,Mid Level,Freelance,Japan,Large,50,"GCP, Spark, Java",Associate,3,Gaming,2024-05-17,2024-07-05,8.5,Future Systems,Hybrid,2024,49,5,May
Autonomous Systems Engineer,35508,Entry Level,Contract,South Korea,Small,100,"Hadoop, Python, Tableau, Mathematics, Linux",Master,1,Technology,2025-02-13,2025-03-17,5.6,Quantum Computing Inc,Remote,2025,32,2,February
AI Product Manager,48675,Entry Level,Freelance,Japan,Small,50,"Java, Azure, MLOps",PhD,0,Telecommunications,2024-01-11,2024-02-25,9.9,Autonomous Tech,Hybrid,2024,45,1,January
Computer Vision Engineer,115612,Senior Level,Freelance,France,Large,0,"AWS, Data Visualization, Python, Mathematics, GCP",Master,6,Automotive,2025-02-19,2025-03-14,8.7,Advanced Robotics,On-site,2025,23,2,February
AI Architect,80675,Mid Level,Part-Time,France,Small,50,"Git, Python, TensorFlow",Associate,3,Government,2025-01-01,2025-03-02,5.8,Cognitive Computing,Hybrid,2025,60,1,January
Machine Learning Engineer,93724,Executive Level,Freelance,China,Small,50,"Data Visualization, Linux, Tableau",PhD,14,Energy,2024-09-15,2024-10-12,5.1,Quantum Computing Inc,Hybrid,2024,27,9,September
AI Software Engineer,89673,Senior Level,Part-Time,China,Medium,0,"Mathematics, TensorFlow, PyTorch",Master,8,Automotive,2025-03-09,2025-04-15,8.0,Cloud AI Solutions,On-site,2025,37,3,March
Principal Data Scientist,61773,Mid Level,Part-Time,Austria,Small,0,"Scala, PyTorch, MLOps, Git",Associate,4,Technology,2024-02-14,2024-03-17,8.4,Future Systems,On-site,2024,32,2,February
Robotics Engineer,104021,Mid Level,Freelance,United States,Large,0,"Linux, TensorFlow, SQL",Associate,3,Transportation,2025-03-23,2025-04-26,7.6,Autonomous Tech,On-site,2025,34,3,March
NLP Engineer,42418,Entry Level,Part-Time,South Korea,Small,0,"Python, TensorFlow, NLP",Master,1,Energy,2024-11-14,2024-12-10,6.0,Cognitive Computing,On-site,2024,26,11,November
AI Consultant,66780,Entry Level,Full-Time,Norway,Medium,100,"Kubernetes, Spark, PyTorch, Computer Vision, Scala",Master,0,Consulting,2024-10-13,2024-10-30,7.4,Algorithmic Solutions,Remote,2024,17,10,October
Data Analyst,95941,Mid Level,Part-Time,France,Large,50,"Python, NLP, Tableau",Master,2,Automotive,2024-06-15,2024-08-04,6.2,DataVision Ltd,Hybrid,2024,50,6,June
Research Scientist,138115,Senior Level,Contract,Singapore,Small,50,"Git, Java, Hadoop",Associate,6,Finance,2024-07-30,2024-08-23,5.7,Smart Analytics,Hybrid,2024,24,7,July
Robotics Engineer,62474,Entry Level,Part-Time,Germany,Medium,50,"Scala, R, Kubernetes, GCP, Java",Master,1,Telecommunications,2024-04-17,2024-06-06,8.7,Smart Analytics,Hybrid,2024,50,4,April
